Colling,Context,Components,Tag,labels
स्व-मनसि,राज्ञा कदाचित् स्व-मनसि विचारितम् आसीत् यत् इयम् धनम् याचिष्यते,स्व-मनसि,T6,Tatpurusha
कुष्ठ-तैलाभ्यां,उमया कुष्ठ-तैलाभ्यां युक्तया च उपनाहयेत्,कुष्ठ-तैलाभ्यां,Di,Dvandva
तुल्य-वयाः,सर्वम् बुद्ध्वा कुमारः विष्णुसेनः क्षिति-रेणु-परुष-गात्रः प्रलम्बमान-काकपक्षः शिशुभिः तुल्य-वयोभिः प्रक्रीडमानः दैव-योगात् प्रमत्तेषु रक्षि-पुरुषेषु सहसा एव,तुल्य-वयोभिः,Bs6,Bahuvrihi
उद्यत-दण्डः,उक्त्वा समीप-वर्तिनः चिनार-नाम क-पादप-विशेषस्य मूले स्थापितम् तस्य आयत-दण्डम् उद्धृत्य तस्मै प्रददौ,आयत-दण्डम्,K1,Tatpurusha
स-गर्वम्,अक्षान् क्षिपन् सः कितवः प्रहसन् स-गर्वम्,स-गर्वम्,BvS,Bahuvrihi
यथा-युक्तं,स्वे स्वे यथा-उक्त कर्मणि अभिरतः तद्-परः संसिद्धिम् स्व-कर्म-अनुष्ठानात् न-शुद्धि-क्षये,यथा-उक्त,A1,Avyayibhava
अ-परिसंख्येयत्वं,उपपद्यते परस्पर-संसृष्ट-भूयिष्ठत्वात् न च एषाम् अभिनिर्वृत्तेः गुण-प्रकृतीनाम् अ-परिसंख्येयत्वं भवति तस्मात् न संसृष्टानां रसानां कर्म,अ-परिसंख्येयत्वं,Tn,Tatpurusha
इति-आदि,दानिनः अधिकाः अभविष्यत् तर्हि दानम् भोगः नाश: इति-आदि: पद्यानि निर्माय दानिनाम् दानाय प्रेरणस्य का,इति-आदि:,Bs6,Bahuvrihi
आदर्श-शिक्षिका,विदुषी इन्दुमती अधुना एका आदर्श-शिक्षिका मन्यते स्म,आदर्श-शिक्षिका,K1,Tatpurusha
स-अष्टाङ्गम्,रोमपादः तम् स्वागतीकृतवान् स-अष्टाङ्गम् प्रणम्य एतेन क्रमेण यत् आनायितम् तद्-अर्थम्,स-अष्टाङ्गम्,Bvs,Bahuvrihi
अशीति-प्राया,अशीति-प्राया: इति प्रति-उत्तर आसीत्,अशीति-प्राया:,K1,Tatpurusha
शरीर-सत्त्वयोः,बलम् इति-सहजं कालजं युक्तिकृतं च सहजं यत् शरीर-सत्त्वयोः प्राकृतं कालकृतम् ऋतु-विभाग-जं वयः-कृतं च युक्ति-कृतं,शरीर-सत्त्वयोः,Di,Dvandva
वि-गुणम्,न छिन्द्यात् तृणं न लोष्टं मृद्नीयात् न वि-गुणम् अङ्गैः चेष्टेत ज्योतींषु अन्-इष्टम् अ-मेध्यम् अ-शस्तं,वि-गुणम्,A1,Avyayibhava
निर्-भयः,सर्वत्र सदा निर्-भयः कः भवति,निर्-भयः,Bvp,Bahuvrihi
अन्-आकाशम्,सर्वम् इदम् जगत् ततम् व्याप्तम् सत्-आख्येन ब्रह्मणा स-आकाशम् आकाशेन इव घट-आदयः,स-आकाशम्,BvS,Bahuvrihi
स-दाक्षिण्यः,न-उत्सिक्तः ललितः ललिततया विस्मयः चतुरः मधुरः दक्षः स-दाक्षिण्यः अभिमतः आचितः तुष्टः भवति दत्त्वा न,स-दाक्षिण्यः,BvS,Bahuvrihi
खिन्न-मनाः,राजा औत्सुक्य-पर-वशः अपि आकर्ण्य कथञ्चित् खिन्न-मनाः तस्थौ,खिन्न-मनाः,Bvp,Bahuvrihi
प्रति-वर्षम्,तयोः मेलनम् अभूत् तस्मिन् स्थाने सम्प्रति अपि प्रति-वर्षम् मेलापकः लगति,प्रति-वर्षम्,A1,Avyayibhava
क्रोध-आविष्टः,तत् श्रुत्वा बाल-छत्रसालः क्रोध-आविष्टः अभवत्,क्रोध-आविष्टः,T3,Tatpurusha
निः-आशिषम्,कैकेय्या हि तत् अन्यथा कृतम् अहो निः-शेषम् एक-क्षणे,निः-शेषम्,Bs5,Bahuvrihi
सम-बुद्धिः,साधुषु अपि च पापेषु सम-बुद्धिः विशिष्यते,सम-बुद्धिः,Bs6,Bahuvrihi
प्रसन्न-चित्तः,त्यक्त-वाक्-मनस्-काय-चेष्टः निर्-आयासः प्रसन्न-चित्तः आत्मनः अन्यत्र निवृत्त-सर्व-बाह्य-प्रयोजनः इति सुखम् आस्ते,प्रसन्न-चित्तः,Bs6,Bahuvrihi
लव-कुशयोः,रामः लव-कुशयोः पट्टाभिषेकम् निर्वर्त्य राज्य-भारम् तयोः कृते समर्पितवान्,लव-कुशयोः,Di,Dvandva
अ-चेतनम्,ततः रामः मूर्च्छाम् गतम् पितरम् उपचारेण स-चेतनम् विधाय तेन सह स-कुशलम् अयोध्याम् प्राप्तवान्,स-चेतनम्,Bvs,Bahuvrihi
प्रसन्न-वदनः,तृतीयः तु शिष्य: केशवप्रसादश्रीवास्तव: प्रियं-वद: प्रसन्न-वदन: वाक्-पटुः अति-चतुर: संस्कृत-विद्या-अध्ययनम् विहाय इतरेषु सर्व-विध-कार्येषु,प्रसन्न-वदन:,K1,Tatpurusha
न-अभिस्नेहः,यः मुनिः सर्वत्र देह-जीवित-आदिषु अपि न-अभिस्नेहः अभिस्नेह-वर्जितः तत् तत् प्राप्य शुभ-न-शुभम् तत्,न-अभिस्नेहः,Bsmn,Bahuvrihi
महत्-राजेन,महत्-राजेन प्र-मत्तः जनः प्र-मत्त-अवासे प्रेषितः आदिष्टं च,महत्-राजेन,K1,Tatpurusha
प्राप्त-राज्यः,सुमित्राम् प्राप्त-राज्यः अथ द्विज-आदीन् सः अभ्यपूजयत्,प्राप्त-राज्यः,Bs3,Bahuvrihi
देह-अरणिः,स्थाणु-धर्मः वा पुरुषस्य तथा न चैतन्य-धर्मः देहस्य देह-धर्मः वा चेतनस्य एवम् सुख-दुःख-मोह-आत्मक त्व-आदिः आत्मनः,देह-धर्मः,T6,Tatpurusha
न-निरीक्षित,न-निरीक्षित अतिथीनाम् आगमनस्य सम्भावना अस्ति इति,न-निरीक्षित,Tn,Tatpurusha
द्वि-गुणः,कुश-द्वीपस्य विस्तारात् द्वि-गुणः यस्य विस्तरः,द्वि-गुणः,Bs6,Bahuvrihi
क्रोध-अग्निः,पितुः अङ्के हस्तः स्थापितः तदा सुरुचेः नेत्राभ्यां क्रोध-अग्निः निर्गतः,क्रोध-अग्निः,T6,Tatpurusha
कुमुद-आद्याः,तोरण-अन्ताः पताकाः च कुमुद-आद्याः घट-द्वयम्,कुमुद-आद्याः,Bs6,Bahuvrihi
न-स्वस्थम्,सर्वेषाम् अभिप्रायं मातुः विरोधं च अपि अपरिगणय्य न-स्वस्थम् अपि भगिनी-पतिं परिणेतुम् अङ्गीकृत्य आगता आसीत्,न-स्वस्थम्,Tn,Tatpurusha
तन्त्र-आदीनि,अर्थ-अवयव शः च प्रवक्तारः मन्तव्याः तत्र आह-कथम् तन्त्र-आदीनि वाक्यशः वाक्य-अर्थं शः अर्थ-अवयव शः च,तन्त्र-आदीनि,Bs6,Bahuvrihi
शिरस्-वेदनाम्,कर्ण-प्रहारः अयम् कर्कशम् स्वनन् शिरस्-वेदनाम् एव जनयति,शिरस्-वेदनाम्,T7,Tatpurusha
यम-सुभद्रकम्,ऋक् इन्द्र-शोभनम् प्राच्याम् यजुः यम-सुभद्रकम्,यम-सुभद्रकम्,Ds,Dvandva
निर्-बन्ध,कारागार-निवासिनाम् सन्ध्या-आदि-करणे कठिन: दण्ड: तेषाम् यवन-आहृत-अन्न-भक्षणे निर्-बन्ध:,निर्-बन्ध:,Bvp,Bahuvrihi
वि-कर्माणि,विद्धि तान् सर्वान् सर्व कर्मन्-अखिलम् पार्थ ज्ञान-अग्निः सर्व-कर्माणि योग-संन्यस्त-कर्माणम् इति एतैः वचनैः सर्व-कर्म-संन्यासम् अवोचत्,सर्व-कर्माणि,K1,Tatpurusha
स्थान-भ्रष्टाः,स्थान-भ्रष्टाः न शोभन्ते दन्ताः केशाः नखाः नराः,स्थान-भ्रष्टाः,T5,Tatpurusha
उदार-धीः,सौवर्चलं विबन्ध-घ्नं हृद्यम् उद्गार-शोधि च,उद्गार-शोधि,U,Tatpurusha
आगमन-समनन्तरम्,लक्ष्म्याः आगमन-समनन्तरम् एव श्रीनिवासः मन्द-हासम् प्रकटयन् श्याम-शिला-रूपेण परिवृत्तः,आगमन-समनन्तरम्,T6,Tatpurusha
इति-आदि,इति-आदि:,इति-आदि:,Bs6,Bahuvrihi
महत्-ईश्वरः,उपद्रष्टा अनुमन्ता च भर्ता भोक्ता महत्-ईश्वरः,महत्-ईश्वरः,K1,Tatpurusha
प्रति-दिनं,असौ कृषकः प्रति-दिनं लब्धेन एकेन अण्डेन गृहम् अभूषयत्,प्रति-दिनं,A1,Avyayibhava
सु-दृढ,सङ्कल्प सु-दृढ यस्य यस्य विश्वास आत्मनि,सु-दृढ,Tp,Tatpurusha
दक्षिण-नासिकायाम्,बालक: च अग्निम् वाम-नासिकायाम् तथा जलम् दक्षिण-नासिकायाम् अस्थापयत्,दक्षिण-नासिकायाम्,K1,Tatpurusha
ऊर्ध्व-रेताः,ऊर्ध्व-स्रोताः तृतीयः तु सात्त्विकः ऊर्ध्वम् अवर्त्तत,ऊर्ध्व-स्रोताः,K1,Tatpurusha
अन्-आहार्यं,ततः परिचितेषु एक-एकम् अपि धन-साहाय्यं प्रार्थितवान् रहसि,धन-साहाय्यं,T6,Tatpurusha
गर्भिणी-सहधर्मिणा,सह-धर्मिण्या वीरतया च विस्मित: प्रसन्नः च अभवत्,सह-धर्मिण्या,Bvs,Bahuvrihi
न-सङ्ख्येयम्,कथने सन्देहः आसीत् यत् नेत्राभ्याम् दृष्टम् कथम् न-सत्यम् भवितुम् अर्हति,न-सत्यम्,Tn,Tatpurusha
न-अवरतम्,तस्मात् च पत्या न-अवरतम् ताडयते स्म,न-अवरतम्,Tn,Tatpurusha
निर्-धनौ,परम् हारम् क्रीत्वा तौ अतीव निर्-धनौ जातौ,निर्-धनौ,Bvp,Bahuvrihi
मृग-पक्षिणः,तरवः अपि हि जीवन्ति जीवन्ति मृग-पक्षिणः,मृग-पक्षिणः,Di,Dvandva
महत्-राजः,महत्-राजः सेना-अधिपतिः अन्ये सैनिकाः च मोहनस्य पूर्व-सूचना-अनुसारम्,महत्-राजः,K1,Tatpurusha
पृथिवि-इन्द्र,कियत् काल-कला-अनन्तरम् तु समुपेत्य समभाषत नत-शिराः सामन्तः पृथिवि-इन्द्र ननु श्रीमद्भिः आज्ञप्ता: गताः सर्वे वयम्,पृथिवि-इन्द्र,T6,Tatpurusha
भूत-अर्थम्,कः श्रद्धास्यति भूत-अर्थम् सर्वः माम् तूलयिष्यति,भूत-अर्थम्,T2,Tatpurusha
कञ्चुक-आदिना,भुषुण्डी-कौक्षेयक-आदि-धारिणः चतुरस्साम् युगीनान् पुरुषान् उष्णीषेण महता वेष्टित-शिरस: कञ्चुक-आदिना आवृत-गात्रान् च अवलोकयम्,कञ्चुक-आदिना,Bs6,Bahuvrihi
कर्कश-स्वरेण,अरविन्दस्य कर्कश-स्वरेण भीता मनोरमा पार्थिवं नीत्वा भोजन-प्रकोष्ठं गतवती,कर्कश-स्वरेण,K1,Tatpurusha
प्रति-अहम्,च निरीक्षणाय परिचर्यायै च माला-कारा: औपवनिकाशः च प्रति-अहम् सायम् आगच्छन्ति स्म,प्रति-अहम्,A1,Avyayibhava
तत्-अनुसारम्,कृष्णः भू-देव्याः कृते यत् वचनम् दत्तवान् आसीत् तत्-अनुसारम् भू-देव्याः उपरि स्थितः पाप-भारः निवारितः अभवत्,तत्-अनुसारम्,T6,Tatpurusha
रत्न-व्यवसायिनः,रत्न-व्यवसायिनः परामर्शेन सः किं कृतवान्,रत्न-व्यवसायिनः,T6,Tatpurusha
यथा-युक्तं,इव अवभासते इति एवम् निश्चित-विज्ञानः यः तस्य यथा-उक्त अपगच्छति मिथ्या-ज्ञानम्,यथा-उक्त,A1,Avyayibhava
निर्-वस्त्रा,दिने न रात्रौ न वस्त्राणि धारयित्वा न निर्-वस्त्रा,निर्-वस्त्रा,Bvp,Bahuvrihi
न-निकेतः,न-निकेतः स्थिर-मतिः भक्तिमान् मे प्रियः नरः,न-निकेतः,Bsmn,Bahuvrihi
महत्-राजेन,कञ्चुकीयः-भवति यत् आज्ञाप्तं महत्-राजेन तत् सर्वम् उप-स्थापितम् पश्य,महत्-राजेन,K1,Tatpurusha
अण्ड-जान्,तेनालीरामः अभ्यधात् एतत् ज्ञातुं सुकरं यत् राज्य-अन्तराणाम् अण्ड-जाः स्व-जाति-जनैः मिलितुम् इहागताः भवेयुः,अण्ड-जाः,U,Tatpurusha
मध्य-कुम्भेन,शुद्ध-उदम् मध्य-कुम्भेन देव-मूर्द्ध्नि विनिःक्षिपेत्,मध्य-कुम्भेन,K1,Tatpurusha
वि-भज्य,एकस्मिन् सङ्ग्रामे लब्ध-वि-जयः भू-पः कृष्णदेवरायः महता समारोहेण वि-जय आयोजनं कृतवान्,वि-जय,Tp,Tatpurusha
सत्य-विक्रमः,अमित-विक्रमः अनन्तम् वीर्यम् अस्य अमितः विक्रमः अस्य,अमित-विक्रमः,Bs6,Bahuvrihi
यथा-वत्,ते पुनः यथा-स्वं हेतु-व्यञ्जनैः आदौ उपलभ्यन्ते निज-व्यञ्जन-एकदेश-विपरीतैः बन्ध-मन्त्र-अगद-प्रलेप-प्रताप-निर्वापण-आदिभिः च,यथा-स्वं,A1,Avyayibhava
निस्-श्रीकाः,लोभ-अभिभूताः निस्-श्रीकाः दैत्याः सत्त्व-विवर्जिताः,निस्-श्रीकाः,Bs5,Bahuvrihi
पञ्चन्-षेषु,देवकी पञ्चन्-षेषु गृहेषु कार्यम् करोति स्म,पञ्चन्-षेषु,Bss,Bahuvrihi
मोक्ष-परायणः,च यस्य सः यत-इन्द्रिय-मनस्-बुद्धिः मननात् मुनिः संन्यासी मोक्ष-परायणः एवम् देह-संस्थानात् मोक्ष-परायणः मोक्षः एव परम्,मोक्ष-परायणः,Bs6,Bahuvrihi
राम-कृष्णौ,राम-कृष्णौ चेरतुः तौ गोभिः गो-पालकैः सह,राम-कृष्णौ,Di,Dvandva
पञ्चशत-रूप्यकाणि,अहम् निखिल-महोदयस्य वादनेन विमुग्ध: सन् तस्मै पुरस्कार-रूपेण पञ्चशत-रूप्यकाणि प्रयच्छामि,पञ्चशत-रूप्यकाणि,K1,Tatpurusha
एवं-विधानाम्,अध्यापन-समये अपि एवं-विधानाम् एक-द्वि-शब्दानाम् प्रयोगः मिश्र-महाभागस्य अनिवार्यः आसीत् यदा,एवं-विधानाम्,Bs5,Bahuvrihi
श्रीराय-महाशयेन,ग्राम-स्था सम्भ्रान्ता जनाः च सहैव श्रीराय-महाशयेन आगन्तुकानाम् सत्कार-करणे दत्त-चित्ता द्वार-देशे समुपस्थिता आसन्,श्रीराय-महाशयेन,K2,Tatpurusha
शब्द-आदीन्,शब्द-आदीन् विषयान् अन्य इन्द्रिय-अग्निषु जुह्वति,शब्द-आदीन्,Bs6,Bahuvrihi
मेष-कृतम्,मेष-कृतम् उपकारम् स्मरन् अयम् नितराम् प्र-हृष्टः सञ्जातः,मेष-कृतम्,T3,Tatpurusha
स-पत्नी,मम स-पत्नी सा,स-पत्नी,BvS,Bahuvrihi
अ-माली,न अतिथिभ्यः न उपाश्रितेभ्यः न अ-पुण्य-गन्धः न अ-माली न अ-प्रक्षालित-पाणि-पाद-वदनः न अ-शुद्ध-मुखः न उदक्-मुखः,अ-माली,Tn,Tatpurusha
दृश्य-जातम्,कृष्णम् रज उड्डीय व्यतिष्ठत् वि-रूपम् च सर्वम् दृश्य-जातम् समपद्यत,दृश्य-जातम्,T3,Tatpurusha
न-विनाशि,न-विनाशि तु तत् विद्धि येन सर्वम् इदम्,न-विनाशि,Tn,Tatpurusha
सह-अमात्यः,दमनकः पुनः आह देव सर्व-अमात्य कृत्वा एकः एव अयम् यत् त्वया,सर्व-अमात्य,K1,Tatpurusha
महत्-प्रसादः,इति न ज्ञात्वा भय-उपशमम् प्रतिज्ञाय कथम् अयम् महत्-प्रसादः गृहीतः,महत्-प्रसादः,K1,Tatpurusha
काष्ठ-विक्रेता,काष्ठ-विक्रेता प्राह कथम् एतत् सम्भवम् सिंह: पुन:,काष्ठ-विक्रेता,T6,Tatpurusha
स-वनौकसः,जाने किं पठितवान् येन झटिति नाचम्माम् आकृष्य स्व-वक्षसः उपरि शायितवान्,स्व-वक्षसः,T6,Tatpurusha
स-निश्चयम्,पुन: सा स-निश्चयम् जोषम् स्थितस्य पितामहस्य अनुमतिः लब्धा मया,स-निश्चयम्,BvS,Bahuvrihi
बहु-मूल्य,प्रति-वर्षं सभा-सत्सु राज्ञे बहु-मूल्य प्रति-स्पर्धा इव अभवत्,बहु-मूल्य,K1,Tatpurusha
जल-आहारः,पूर्वः तत्र उदय-गिरिः जल-आधारः तथा अपरः,जल-आधारः,T6,Tatpurusha
फल-मात्रा,अन्ये फल-आहारा विविधानि फलानि इच्छन्ति तानि अपि ते,फल-आहारा,T6,Tatpurusha
महत्-राजः,अवकाशम् अनुज्ञां च दत्त्वा अनुगृह्णातु महत्-राजः इति प्रार्थितवान्,महत्-राजः,K1,Tatpurusha
निः-आरम्भाः,यज्ञ-मण्डपे स्थिताः ऋषि-गणाः तेजस्विनः-वामनस्य प्रवेशस्य निष्-प्रभाः जाताः,निष्-प्रभाः,Bs6,Bahuvrihi
राष्ट्र-निवासिनः,हेमन्त-ऋतु-वशात् भूयिष्ठा: प्रवासिन: ग्राम-निवासिनः च शैत्यस्य अतिरूक्षताम् न-सहमाना देश-अन्तरम् प्रायेण,ग्राम-निवासिनः,T6,Tatpurusha
न-प्रियम्,यत् माम् एवम् ब्रवीषि त्वम् न-प्रियम्,न-प्रियम्,Tn,Tatpurusha
अति-चङ्क्रमणं,अनुप्रवेश्य संवेश्य च अनुशिष्यात्-उच्चैः भाष्यम् अति-आशनम् अति-स्थानम् अति-चङ्क्रमणं क्रोध-शोक-हिम-आतप-अवश्याय-अतिप्रवातान् यान-यानं ग्राम्यधर्मम् अ-स्वपनं निशि दिवा,अति-चङ्क्रमणं,Tp,Tatpurusha
सान्त्व-पूर्वम्,रक्षितवान् इव मम पौत्रीम् यः वृणोति तमेव न-पूर्वम् रागम् बोधयिष्यामि इति सूचयन् इव च,न-पूर्वम्,Bsmn,Bahuvrihi
निः-शेषतां,क्षत्रिय-वीरेण न-एकाः यवनाः निपातिताः किन्तु अलाउद्दीनस्य न-पार-सेना निर्-शेषतां न गता,निर्-शेषतां,Bs6,Bahuvrihi
पूर्व-आदितः,मध्ये पूर्व-आदितः पद्मे वासुदेव-आदयः क्रमात्,पूर्व-आदितः,Bs6,Bahuvrihi
न-उचितम्,तस्मिन् अकस्मात् परिवर्तनम् जातम् इति कथनम् न-उचितम् एव,न-उचितम्,Tn,Tatpurusha
राजस-तामसैः,तत्र राजस-तामस त्वेन कर्मन्-त्याग-निन्दया कर्मन्-फल-अभिसन्धि-त्यागः सात्त्विकत्वेन स्तूयते सः,राजस-तामस,Di,Dvandva
धनुः-खड्गम्,धनुः-खड्गम् च सम्प्राप्य दण्डकारण्यम् आगतः,धनुः-खड्गम्,Ds,Dvandva
न-निर्वचनीयम्,तद् हि न-निर्वचनीयम् भवति केवलम् अनुभवगम्यम्,न-निर्वचनीयम्,Tn,Tatpurusha
गज-भुजंगमयोः,गज-भुजंगमयोः अपि बन्धनम्,गज-भुजंगमयोः,Di,Dvandva
विकल-अङ्गः,एतादृशः विकल-अङ्गः कश्चित् स्पर्धायाम् जयम् प्राप्नुयात् सः मया,विकल-अङ्गः,Bs6,Bahuvrihi
सप्तन्-ऋषिभिः,सप्तन्-ऋषिभिः परिवृतः निशाम् ब्राह्मीम् चरिष्यसि,सप्तन्-ऋषिभिः,K1,Tatpurusha
सप्तन्-ऋषयः,सप्तन्-ऋषयः तु अमी तस्य पुत्रान् अपि निबोध,सप्तन्-ऋषयः,K1,Tatpurusha
कृत-बुद्धिः,पश्यति कृत-बुद्धि त्वात् न स पश्यति दुर्-मतिः,कृत-बुद्धि,Bs6,Bahuvrihi
द्वन्द्व-मोहेन,अतः तेन इच्छा-द्वेष-समुत्थेन द्वन्द्व-मोहेन भारत भरत-अन्वय-ज सर्व-भूतानि संमोहितानि सन्ति संमोहम्,द्वन्द्व-मोहेन,T5,Tatpurusha
स-रसं,सः स-रसं भोजनं तु कृतवान् परन्तु तां रोटीम्,स-रसं,BvS,Bahuvrihi
कृता-अञ्जलिः,प्रणम्य शिरसा देवं कृत-अञ्जलिः अभाषत,कृत-अञ्जलिः,Bs3,Bahuvrihi
अति-दर्शनम्,तन्द्रा-निद्रा-अति-योगः च तमसः च अति-दर्शनम्,अति-दर्शनम्,Tp,Tatpurusha
स्व-सुखेषु,सः रात्रिम्-दिवम् स्व-सुखेषु एव नि-मग्नः जीवनम् यापयति,स्व-सुखेषु,Ds,Dvandva
धन-धाराभिः,प्रतिश्रुतवान् परम् एतावता कालेन अपि तेन निश्चितः धन-राशिः न सम्प्रेषितः,धन-राशिः,T6,Tatpurusha
सुख-स्पर्शः,स्वप्ने अपि स-स्पर्शः रोम-हर्षं न मुञ्चति,स-स्पर्शः,Tp,Tatpurusha
त्रि-अक्षरं,तत्र प्रति-अक्षरं पठित्वा तत्तन्नगरस्य तत्र प्रवर्तमानानां घटनानां च,प्रति-अक्षरं,A1,Avyayibhava
त्रैगुण्य-विषयाः,इति च काम्य-कर्मणाम् बन्ध-हेतुत्वस्य निश्चितत्वात् त्रैगुण्य-विषयाः वेदाः,त्रैगुण्य-विषयाः,Bs6,Bahuvrihi
कृता-अञ्जलिः,सा कृत-अञ्जलिः मम पुरत: स्थिता,कृत-अञ्जलिः,T3,Tatpurusha
लोक-पूजितम्,तस्य प्रयासः लोक-हित उत्तमः च,लोक-हित,T6,Tatpurusha
स-कुशलम्,अजा-पालकाः भगवन्तम् सम्प्रार्थयन् यत् अयम् स-कुशलम् स्व-गृहम् प्राप्नोतु,स-कुशलम्,Bvs,Bahuvrihi
क्षीण-बाणौ,आनीय सहिताः दैत्यैः क्षीर-अब्धौ सकल-औषधीः,क्षीर-अब्धौ,Km,Tatpurusha
न-विलम्बेन,विवृत्य अन्ते सः लिखितवान् कृपया मम साहाय्य-अर्थम् न-विलम्बेन आगच्छतु,न-विलम्बेन,Tn,Tatpurusha
जित-क्रोधा,सत्य-सन्ध जित-क्रोध वि-मत्सर जगत्-प्रियः,जित-क्रोध,Bs3,Bahuvrihi
दस्यु-राजं,रत्न-व्यवसायी दस्यु-राजं किं दर्शितवान्,दस्यु-राजं,T6,Tatpurusha
स-अर्धम्,यथा-समयम् भोजनम् अकरवम् शिशुभि: स-अर्धम् अक्रीडम् तेषाम् विवादानाम् शमनम् आचरम् सति,स-अर्धम्,BvS,Bahuvrihi
स-विमर्शम्,तासां सौन्दर्यं द्रष्टव्यम् अनुभवितव्यं च इति कुबेरः स-विमर्शम् अकथयत्,स-विमर्शम्,BvS,Bahuvrihi
दान-शीलाः,द्वितीयः सः कृपणः स्वभावातः न दान-शीलः तथापि अद्य भवतः प्रेरणया जलं दत्वा,दान-शीलः,Bs6,Bahuvrihi
पित्त-निमित्ताः,च मञ्जिष्ठामेहः च हरिद्रामेहः च इति षट् पित्त-निमित्ताः वसामेहः च मज्जामेहः च हस्तिमेहः च,पित्त-निमित्ताः,Bs6,Bahuvrihi
अ-खंडीयाः,माया-भंगम् आवश्यकम् सुधीन्द्रस्य ताः इमाः तर्क-वाचः नूनम् अ-खंडीयाः आसन्,अ-खंडीयाः,K1,Tatpurusha
निस्-श्रीकाः,दुर्व्वाससः च शापेन निस्-श्रीकाः च अभवन् तदा,निस्-श्रीकाः,Bsp,Bahuvrihi
शून्य-आगारं,रात्रौ पत्युः शयन-आगारं प्रविशन्ती ममता स्वेन,शयन-आगारं,T6,Tatpurusha
अन्धकार-आवृते,अन्धकार-आवृते मार्गे कृषकः अग्रे गत्वा वृक्षेषु अपूपान्,अन्धकार-आवृते,T3,Tatpurusha
स्व-अभ्यस्तेन,तत्र अग्निं साक्षिणं कृत्वा सुग्रीवस्य हस्तं स्व-हस्तेन पीडितवान् रामः,स्व-हस्तेन,T6,Tatpurusha
न-उत्तमम्,परम् भावम् न-जानन्तः मम अव्ययम् न-उत्तमम्,न-उत्तमम्,Tn,Tatpurusha
सम्-अक्षम्,रेणुकाया: सम्-अक्षम् अहम् न तथा व्रीडितः अभवम् सर्वम्,सम्-अक्षम्,A1,Avyayibhava
महा-कक्षा,पञ्च कषाय-शतानि पञ्च कषाय-योनयः पञ्चविधं कषाय-कल्पनं पञ्चाशत् महा-कषायाः इति संग्रहः,महा-कषायाः,K1,Tatpurusha
स-सुखं,दुःखिनः तस्य शापेन स-सुखं जीव्यते नहि,स-सुखं,BvS,Bahuvrihi
नगर-आकारैः,इदं हि शून्यं तिमिर-उत्कर-प्रभैः नग-प्रकारैः अवरुद्ध-दिक्-पथम्,नग-प्रकारैः,T3,Tatpurusha
अन्तर्हित-स्पृष्टः,विद्याधरः-यत् इष्टम् भवतः वयस्य अन्तर्हितः च अन्तर्हित-स्पृष्टः च तत्-स्पृष्टः च अन्तर्हिताः भवन्ति इति,अन्तर्हित-स्पृष्टः,T3,Tatpurusha
वि-कर्माणि,सर्व-कर्माणि मनसा संन्यस्य आस्ते सुखम् वशी,सर्व-कर्माणि,K1,Tatpurusha
स-विस्मयः,पाश-बद्धान् च एतान् दृष्ट्वा स-विस्मयः क्षणम् स्थित्वा उवाच सखे किम् एतत्,स-विस्मयः,BvS,Bahuvrihi
सम्-उत्पन्न,किञ्चित् दिन-अनन्तरम् एक: सुन्दरः बालक: सम्-उत्पन्न:,सम्-उत्पन्न:,T6,Tatpurusha
महत्-राजः,महत्-राजः अन्ये सभा-सदः च आश्चर्य-मूकाः बन्दिनम् एव,महत्-राजः,K1,Tatpurusha
दिव्य-स्वरूपः,सः दिव्य-स्वरूपः दशरथम् अवदत् राजन् देवाः पायस-पूर्णम् एतम्,दिव्य-स्वरूपः,Bs6,Bahuvrihi
तर्ज्जनी-आदौ,तर्ज्जनी-आदौ शरीरे अथ शिरस्-ललाट-वक्त्रके,तर्ज्जनी-आदौ,Bs6,Bahuvrihi
गत-सन्देहः,स्थितः अस्मि गत-सन्देहः करिष्ये वचनम् तव,गत-सन्देहः,Bs5,Bahuvrihi
स-अञ्जलिः,निवार्यमाणा अपि दृढà¤¼-निश्चय पुत्रम् तयोः अङ्क-पाल्याम् निधाय स-अञ्जलिः अभाषत-मातः तात युवाम् वात्सल्यात् एव माम्,स-अञ्जलिः,BvS,Bahuvrihi
न-सत्कृतम्,न-सत्कृतम् अवज्ञातं तत् तामसम् उदाहृतम्,न-सत्कृतम्,Tn,Tatpurusha
राज्य-विभ्रष्टम्,इदानीम् राज्य-विभ्रष्टम् सुग्रीवम् राम-लक्ष्मणौ,राज्य-विभ्रष्टम्,T5,Tatpurusha
दुग्ध-धवलायाम्,राजन्-कुमारी दुग्ध-धवलायाम् शय्यायाम् शयाना स्वगतम् उक्तवती,दुग्ध-धवलायाम्,K4,Tatpurusha
महत्-कविः,पिता कथितवान् भारविः विश्व-विख्यातः एकः अ-जरः अ-मरः महत्-कविः भवतु,महत्-कविः,K1,Tatpurusha
उप-स्थितः,स्नातस्य यस्य उप-स्थित पुण्य-अह-घोष-विरमे पटहाः नदन्ति,उप-स्थित,Tp,Tatpurusha
क्रोध-आविष्टः,विनम्रेण स्वरेण बहुशः ज्ञापयाञ्चक्रे परम् कुक्कुटः तु क्रोध-आविष्टः स्व-चञ्च्वाम् ताम् हतवान्,क्रोध-आविष्टः,T3,Tatpurusha
