Colling,Context,Components,Tag,labels
नव-युवकाः,प्रविष्टः तावत् तत्र सेवकरूपेण कार्यं कुर्वन्तः सुन्दराः नव-युवकाः तस्य दृष्टि-पथम् आयाताः,नव-युवकाः,K1,Tatpurusha
नव-युवकाः,तत् सर्वं श्रुत्वा प्रोत्साहिताः ते नव-युवकाः तस्य कार्यं कर्तुं सिद्धाः अभवन्,नव-युवकाः,T6,Tatpurusha
नव-युवकाः,मुद्रिकया प्रभावेण तव सम्मुखे द्वादश नव-युवकाः कार्य-करणाय सर्वदा समुद्यताः स्थास्यन्ति परम् मुद्रिकाया,नव-युवकाः,K1,Tatpurusha
नव-युवकाः,सः कर-मुद्रिकाम् हस्ते धारयति तत्क्षणम् एव द्वादश नव-युवकाः तस्य सम्मुखम् आगताः,नव-युवकाः,K1,Tatpurusha
नव-युवकाः,नव-युवकाः च अपि तेन सह योद्धुम् न,नव-युवकाः,K1,Tatpurusha
नव-युवकाः,देश-रक्षण-अर्थं धर्म-रक्षण-अर्थं पर्याकुलाः नव-युवकाः छत्रसालस्य सकाशं प्राप्ताः,नव-युवकाः,K1,Tatpurusha
नव-युवकाः,तत् सर्वं श्रुत्वा प्रोत्साहिताः ते नव-युवकाः तस्य चित्र-पट-संस्थायां कार्यं कर्तुं सिद्धाः अभवन्,नव-युवकाः,T6,Tatpurusha
शौनक-आदयः,नैमिषे हरिम् ईजानाः ऋषयः शौनक-आदयः,शौनक-आदयः,Bs6,Bahuvrihi
शौनक-आदयः,शौनक-आदयः मुनयः सूत-महत्-ऋषिम् प्रार्थितवन्तः मुनि-इन्द्र विष्णुः कृष्ण-रूपेण,शौनक-आदयः,Bs6,Bahuvrihi
अन्-अर्थैः,यौगन्धरायणः-नीतः स्वामी एषः सः अन्-अर्थः,अन्-अर्थः,Tn,Tatpurusha
फल-वृक्षाणाम्,भोजन-आलयस्य पृष्ठ-भागे फल-वृक्षाणाम् उद्यानम् आसीत्,फल-वृक्षाणाम्,T6,Tatpurusha
भोजन-आधिक्येन,भोजन-आधिक्येन आसिन्दकायाम् एव प्र-सुप्तः,भोजन-आधिक्येन,T6,Tatpurusha
भारतीय-नामभ्य,उदाहरणैः भवन्तः अनुमितवन्त: स्युः यद् वैदेशिकाः तु भारतीय-नामभ्य: समर्पितस्वान्ता: सन्ति किन्तु वयम् भारतीयाः भारतीयानि,भारतीय-नामभ्य:,Bs6,Bahuvrihi
स्थूल-जिह्वाः,स्थल-जाः जाङ्गलाः प्रोक्ताः मृगाः जाङ्गल-चारिणः,स्थल-जाः,U,Tatpurusha
क्षेत्र-सीमाम्,तदा क्षेत्र-स्थम् तत् गुप्त-धनम् अस्मद् इयम् भविष्यति,क्षेत्र-स्थम्,U,Tatpurusha
दृढ-क्रोधः,न-क्रोधः परैः आक्रुष्टस्य अभिहतस्य वा प्राप्तस्य क्रोधस्य,न-क्रोधः,Tn,Tatpurusha
दृढ-क्रोधः,आक्रुष्टस्य ताडितस्य वा अन्तर्-विक्रिया-न-उत्पत्तिः उत्पन्नायाम् विक्रियायाम् उपशमनम् न-क्रोधः इति अवोचाम,न-क्रोधः,Tn,Tatpurusha
युद्ध-कलायाम्,सा खलु आ-जन्मन: युद्ध-कलायाम् शिक्षिता समर-सैन्य-सञ्चालने नितराम् दक्षा च,युद्ध-कलायाम्,Tp,Tatpurusha
दुस्-प्रकृतिः,स्त्री च न-वशा दुस्-प्रकृतिः सहायः,दुस्-प्रकृतिः,Tn,Tatpurusha
स-उपवासम्,अतः अद्य रात्रौ स-उपवासम् शयाताम् भवान् सीता च,स-उपवासम्,BvS,Bahuvrihi
स्व-जातेः,ये बालकाः स्व-देशस्य स्व-जातेः च सेवाम् कुर्वन्ति तेषाम् इतिहासे स-आदरम्,स्व-जातेः,T6,Tatpurusha
भवदीय-कर्णयोः,मया अपि पारितोषिक-राशिं श्रावयित्वा भवदीय-कर्णयोः आनन्द-अनुभूतिः कारिता एव,भवदीय-कर्णयोः,K1,Tatpurusha
काल-अष्टमैः,येषां तु काल-सृष्टः असौ पाप-बिन्दुः महान्-मुने,काल-सृष्टः,T,Tatpurusha
मन्द-वेगाः,मन्द-वेगाः महा-वेगाः स्वल्प-शूलाः महा-रुजः,मन्द-वेगाः,Bs6,Bahuvrihi
मत्-योग्यः,उक्ता कल्पने अहम् चिन्तयामि यत् अधुना ते मत्-योग्यः विषयः त्वाम् विहस्ताम् न विदध्यात्,मत्-योग्यः,T4,Tatpurusha
कृत-मतिः,न खलु अत्मनि-न्यस्तं कृत-मतिः अहं ते तु चपलाः,कृत-मतिः,Bs3,Bahuvrihi
कृत-मतिः,सः राजा शिबिका-आरूढः गन्तुं कृत-मतिः द्वि-ज,कृत-मतिः,Bs3,Bahuvrihi
कृत-मतिः,तत इयम् प्रकोष्ठ-अन्तः प्रवेष्टुम् कृत-मतिः अपि कथम् प्रविशामि कमालपामि न चेत्,कृत-मतिः,Bs3,Bahuvrihi
संसार-कान्तारम्,प्रकृति-स्थत्वम् गुणेषु च सङ्गः संसार-कारणम् इति उक्तम्,संसार-कारणम्,T6,Tatpurusha
संसार-कान्तारम्,न द्वेष्टि न-कुशलम् न-शोभनम् काम्यम् कर्म शरीर-आरम्भ-द्वारेण संसार-कारणम् किम् अनेन इत्येवम्,संसार-कारणम्,T6,Tatpurusha
न-न्यायेन,ईहन्ते काम-भोग-अर्थम् न-न्यायेन अर्थ-सञ्चयान्,न-न्यायेन,Bsmn,Bahuvrihi
भग्न-मनोरथस्य,चिरात् प्रशमिता: भग्न-मनोरथस्य तस्य प्रणय-वेदना-प्रसंगा: विदधुः तम् न-चिरम् कुण्ठित-कलेवरम्,भग्न-मनोरथस्य,Bs6,Bahuvrihi
लब्ध-अर्थान्,अष्टविधं भवति तन्त्रं तन्त्र-अर्थान् स्थानं स्थान-अर्थान् अध्यायम् अध्याय-अर्थान् प्रश्नं प्रश्न-अर्थान् च इति पृष्टेन च,अध्याय-अर्थान्,T6,Tatpurusha
महत्-अत्मन्,तेन महत्-अत्मना जलेन भोजन-दानं-आदिना प्रथमं तस्य श्रम-परिहारः कारितः,महत्-अत्मना,K1,Tatpurusha
रोहेशानन्देन-उत्पादितः,भवता प्रति-बोधितम् यत् जीवतः अपि पितुः आत्मा रोहेशानन्देन-उत्पादितः तथैव पाटलिपुत्रीयाः तु उदतिष्ठन् रोहेशानन्दस्य वराकस्य,रोहेशानन्देन-उत्पादितः,T3,Tatpurusha
उद्दीपन-कारणै,उपवन-प्रदेशे चन्द्रचन्दन-रोलम्बादिभिः उद्दीपन-कारणै: स्थायिन्-भावस्य उद्दीपनम् यत्र सुसंभवम् एवंविधे क्वचन,उद्दीपन-कारणै:,T6,Tatpurusha
ऊर्ध्व-रश्मिः,सूर्य-रश्मि यः तर्पितः तेन चन्द्रमाः,सूर्य-रश्मि,T6,Tatpurusha
ऊर्ध्व-वालं,रसाः प्रायेण ऊर्ध्व-भाजः लाघवात् उत्प्लवनत्वात् च वायोः ऊर्ध्व-ज्वलन त्वात् च वह्नेः सलिल-पृथिव्य-आत्म काः तु,ऊर्ध्व-ज्वलन,K1,Tatpurusha
विवृत-आस्यः,दमनकः ब्रूते यत् असौ समुद्धत-लाङ्गुलः उन्नत-चरणः विवृत-आस्यः त्वाम् पश्यति तदा त्वम् एव स्व-विक्रमम्,विवृत-आस्यः,Bs6,Bahuvrihi
अति-खिन्नम्,शेखरस्य हृदयम् अति-खिन्नम् आसीत्,अति-खिन्नम्,Tp,Tatpurusha
न-आयासः,शौचम् च एवम् न-आयासः मङ्गलम् च अपरः गुणः,न-आयासः,Tn,Tatpurusha
न-अपत्यतायाः,किन्तु तस्य मनसि न-अपत्यतायाः दुःखम् आसीत्,न-अपत्यतायाः,Tn,Tatpurusha
न-अपत्यतायाः,किन्तु भवत्याः न-अपत्यतायाः कारणतः सः अपि महान्तम् खेदम् अनुभवन्,न-अपत्यतायाः,Tn,Tatpurusha
संत्यक्त-आत्मा,निर्-धूत-दोष-पङ्कानां यतीनां संयत-आत्मनाम्,संयत-आत्मनाम्,Bs6,Bahuvrihi
स-मर्यादेषु,युवत्यः च दैनिक-श्रम-दूरीकरणाय मनस्-रञ्जन-आसक्ता: किम् वा गल्प-आदिषु सम्-वादेषु लोक-गीत-वाद्य-आदिषु संसत्या: अथवा स-कलकलम् प्र-वहन्त्या नद्याः,सम्-वादेषु,Tp,Tatpurusha
अति-द्रुतं,न तान्तं न वि-स्वरं न अन्-अवस्थित-पदं न अति-द्रुतं न विलम्बितं न अति-क्लीबं न अति-उच्चैः,अति-द्रुतं,A1,Avyayibhava
कृत-नाशकः,शिष्टैः अपि न-विशेषज्ञ उग्रः च कृत-नाशकः,कृत-नाशकः,K3,Tatpurusha
विपुल-द्रव्यं,इह खलु राजानं राजमात्रमन्यं वा विपुल-द्रव्यं वमनं विरेचनं वा पाययितु-कामेन भिषजा प्राक्,विपुल-द्रव्यं,Bs6,Bahuvrihi
सम्-उपस्थितानाम्,कथम् कथम् कथम् इति सर्वेषाम् अपि सम्-उपस्थितानाम् श्रेष्ठिन्-गृह सदस्यानाम् व्यवस्थापक-महोदयस्य च मनसि जिज्ञासा,सम्-उपस्थितानाम्,Tp,Tatpurusha
देव-असुराः,देव-असुरैः अपि न भेद्यम् इदम् सहस्रैः,देव-असुरैः,Di,Dvandva
विराटन्-प्रभृतीनां,कारकम् अनेक-प्रकारम् इति चेत् न राजन्-प्रभृतीनाम् मुख्यस्य अपि कर्तृत्वस्य दर्शनात्,राजन्-प्रभृतीनाम्,Bs6,Bahuvrihi
स-कामः,वासवदत्ता स्व-गतम् सकामो दाणिं अय्यजोअन्धराअणो होदु स-कामः इदानीम् आर्यः यौगन्धरायणः भवतु,स-कामः,BsS,Bahuvrihi
स-कामः,संशुद्ध-भूत-तन्मात्रः स-कामः योगम् अभ्यसन्,स-कामः,BvS,Bahuvrihi
दुर्-दशा,दुःशासनस्य दुर्-दशा,दुर्-दशा,Tp,Tatpurusha
दुर्-दशा,न्यायस्य दुर्-दशा,दुर्-दशा,Tp,Tatpurusha
दुर्-दशा,तासु प्रजानाम् दुर्-दशा मर्मन्-स्पर्शि तया चित्रिता आसीत्,दुर्-दशा,Tp,Tatpurusha
प्र-हृष्यन्,मनः अपि व्यंग्य-बाण-कर्कश-प्रहारै: प्र-हृत्य जर्जरीकृतम्,प्र-हृत्य,Tp,Tatpurusha
स्निग्ध-अक्षं,क्षुत्-वेग-निग्रहात् तत्र स्निग्ध-उष्णं लघु भोजनम्,स्निग्ध-उष्णं,Ds,Dvandva
उप-राग,अपर: उप-राग: आगत: केतोखि गोपालस्य यस्य दीनाम् न-सहायाम्,उप-राग:,Tp,Tatpurusha
पाण्डु-भावेन,ही ही एषः अत्रभवान् कामुक-जन-वर्णकेन अनुलिप्तः इव पाण्डु-भावेन इतः एव आगच्छति,पाण्डु-भावेन,T6,Tatpurusha
तत्-कालम्,तां मुद्रां दृष्ट्वा राजा तत्-कालम् एव शकुन्तलां स्मृतवान्,तत्-कालम्,T6,Tatpurusha
तत्-कालम्,सः तत्-कालम् एव मूर्च्छितः जातः,तत्-कालम्,T6,Tatpurusha
तत्-कालम्,तत्-कालम् एव पुत्रस्य अर्धं मोदकं गोलक-आकृतौ कृत्वा,तत्-कालम्,K1,Tatpurusha
तत्-कालम्,सः तत्-कालम् एव तं प्रत्यवदत् गुडस्य भावः गुडत्वं,तत्-कालम्,K1,Tatpurusha
तत्-कालम्,अहमहमिकया गुरोः प्राणान् रक्षितुं सर्वेपि शिष्याः तत्-कालम् एव स्फोटं चूषितुं प्रवृत्ताः,तत्-कालम्,K1,Tatpurusha
तत्-कालम्,ततः तत्-कालम् एव गृहं परित्यज्य वृन्दावनं प्राप्तः,तत्-कालम्,K1,Tatpurusha
कृष्ण-प्रावारकम्,साम्प्रतम् साहाय्यम् त आकांक्षे इति भाषमाणा सा कृष्ण-प्रावारकम् आसन्द्याम् प्राक्षिपन् निचोलम् च अन्यत्र आस्यत्,कृष्ण-प्रावारकम्,T6,Tatpurusha
यज्ञ-पात्राणि,प्रातः यज्ञ-कार्याणि भवन्ति,यज्ञ-कार्याणि,T6,Tatpurusha
योगमाया-समावृतः,न अहं प्रकाशः सर्वस्य योगमाया-समावृतः,योगमाया-समावृतः,T3,Tatpurusha
सं-विधिः,एवम् स-विधि पूजाम् कृत्वा सर्वैः अपि ऋषेः चरण-अमृत-ग्रहणेन,स-विधि,BvS,Bahuvrihi
तत्-ऊषरे,किशोरी मे हस्त-गता स्याद् अति किन्तु सर्वम् तत्-ऊषरे बीज-आरोपणम् इव निष्-फल्यम् अभजत,तत्-ऊषरे,T7,Tatpurusha
अ-पुत्रा,आसीत् मार्गे च अमिलत् च एका स्त्री स-पुत्रा,स-पुत्रा,Bvs,Bahuvrihi
उज्ज्वल-कान्त्या,एतं परिणीय उज्ज्वल-कान्त्या शोभिता सती आनन्दम् अनुभवतु,उज्ज्वल-कान्त्या,K1,Tatpurusha
दर्शन-अनन्तरम्,मम दर्शन-अनन्तरम् अपि भवती न-दृश्या न अभवत् इति,दर्शन-अनन्तरम्,T6,Tatpurusha
दर्शन-अनन्तरम्,यद् अल्प-वयस्कम् कमपि शिशुम् यदि कुण्ठा आलोकयति दर्शन-अनन्तरम् एव स: शिशू रक्त-अभावम् आपन्न: क्रमश:,दर्शन-अनन्तरम्,T6,Tatpurusha
स-वैक्लव्यम्,आपणे आगता एव स-वैक्लव्यम् स-आडम्बरम् च प्रोक्तम् साधु-महाशयेन अरे वत्स,स-वैक्लव्यम्,BvS,Bahuvrihi
गृह-स्वामिना,तत्र च स्व-ग्राम-अधिपति-सम्बन्धिन: गेहम् आसाद्य निहित-स्रस्तर: गृह-स्वामिना च सत्कृत: यथावत् स्नान-आह्निक-भोजन-आदिकम् निर्वर्तयामास,गृह-स्वामिना,T6,Tatpurusha
तीक्ष्ण-कण्टकानाम्,किञ्चित्-दूरं गच्छन्तः ते मार्गे प्रसृतं तीक्ष्ण-कण्टकानाम् एकं बृहत्-राशिं दृष्टवन्तः,तीक्ष्ण-कण्टकानाम्,K1,Tatpurusha
ब्राह्मण-अर्पण,ततः कलेः ब्राह्मण-रूपेण आविर्भावः,ब्राह्मण-रूपेण,T6,Tatpurusha
ब्राह्मण-अर्पण,कलि-पुरुषः अहं तव प्रतिनिधी-भूय ब्राह्मण-रूपेण नल-समीपं गत्वा त्वया सह द्यूतं कर्तुं,ब्राह्मण-रूपेण,T6,Tatpurusha
ब्राह्मण-अर्पण,ब्राह्मण-रूपेण तं पुष्करं गत्वा नलेन सह द्यूतं,ब्राह्मण-रूपेण,T6,Tatpurusha
ब्राह्मण-अर्पण,ततः प्रविशति ब्राह्मण-रूपेण शक्रः,ब्राह्मण-रूपेण,T6,Tatpurusha
ब्राह्मण-अर्पण,प्रविश्य ब्राह्मण-रूपेण,ब्राह्मण-रूपेण,T6,Tatpurusha
सुख-दुःखैः,तासां सुख-दुःखम् आत्मनः सुख-दुःखे एव चिन्तयति स्म सः,सुख-दुःखे,Di,Dvandva
सुख-दुःखैः,सर्वेषाम् एव जीवने सुख-दुःखे आगच्छतः,सुख-दुःखे,Di,Dvandva
सुख-दुःखैः,किन्तु तेन शान्त-मनसा सुख-दुःखे अङ्गीकृते,सुख-दुःखे,Di,Dvandva
सुख-दुःखैः,सुख-दुःखे पुनः नियत-रूपे यतः न व्यभिचरतः,सुख-दुःखे,Di,Dvandva
सुख-दुःखैः,सुख-दुःखे समे तुल्ये कृत्वा राग-द्वेषौ अपि न-कृत्वा,सुख-दुःखे,Di,Dvandva
सुख-दुःखैः,तथा सर्व-प्राणिनाम् दुःखम् न-इष्टम् प्रतिकूलम् इत्येवम् आत्मन्-औपम्येन सुख-दुःखे अनुकूल-प्रतिकूले तुल्यतया सर्व-भूतेषु समम् पश्यति न,सुख-दुःखे,Di,Dvandva
सुख-दुःखैः,सुख-दुःखे समे कृत्वा लाभ-अलाभौ जय-अजयौ,सुख-दुःखे,Di,Dvandva
सुख-दुःखैः,सुख-दुःखे समे कृत्वा लाभ-न-लाभौ जय-न-जयौ,सुख-दुःखे,Di,Dvandva
सुख-दुःखैः,प्रत्याख्याने च दाने च सुख-दुःखे प्रिय-न-प्रिये,सुख-दुःखे,Di,Dvandva
सत्य-लोकः,अधुना मम-भर्त्रा साकं सत्य-लोकः गन्तव्यः अस्ति,सत्य-लोकः,K7,Tatpurusha
न-प्रयच्छन्तम्,रजकम् च न-प्रयच्छन्तम् हत्वा वस्त्राणि च अग्रहीत्,न-प्रयच्छन्तम्,Tn,Tatpurusha
कृष्ण-चक्षुषः,शराः ते कृष्ण-चक्षुषः,कृष्ण-चक्षुषः,Bs6,Bahuvrihi
वितत-मस्तकः,तं वन्दितुं ध्रुवः नत-मस्तकः जातः,नत-मस्तकः,Bs6,Bahuvrihi
वितत-मस्तकः,किन्तु प्रह्लादः भक्त्या नत-मस्तकः भूत्वा तस्य चरणौ स्पृष्टवान्,नत-मस्तकः,Bs6,Bahuvrihi
वितत-मस्तकः,सः कुबेरस्य चरणयोः नत-मस्तकः जातः,नत-मस्तकः,Bs6,Bahuvrihi
वितत-मस्तकः,विन्ध्यः नत-मस्तकः,नत-मस्तकः,Bs3,Bahuvrihi
वितत-मस्तकः,उत्तुङ्गः विन्ध्यः अगस्त्यस्य चरणयोः नत-मस्तकः अभवत्,नत-मस्तकः,Bs3,Bahuvrihi
वितत-मस्तकः,मम प्रत्यागमन-पर्यन्तं भवान् अत्र एवमेव नत-मस्तकः तिष्ठतु इति उक्त्वा त्वरया सः निरगच्छत्,नत-मस्तकः,Bs3,Bahuvrihi
वितत-मस्तकः,अतः सः अद्य-पर्यन्तम् ईदृशः नत-मस्तकः एव तिष्ठति,नत-मस्तकः,Bs3,Bahuvrihi
वितत-मस्तकः,न भवेत् इति विचिन्त्य बलि-राजः तृतीय-पादं स्थापयितुं नत-मस्तकः जातः,नत-मस्तकः,Bs3,Bahuvrihi
वितत-मस्तकः,तस्य महनीयतां प्रति नत-मस्तकः अभवम्,नत-मस्तकः,Bs6,Bahuvrihi
न-आमन्त्रिता,न-आमन्त्रिता च यदा आयाति तदा तस्या: स्वागते,न-आमन्त्रिता,Tn,Tatpurusha
दर्प-दलनम्,कियत् मास-अनन्तरम् दुर्दान्तानाम् दानवानाम् इव दस्यूनाम् दर्प-दलनम् विधाय तुषार-शिशिर-समीर-समीरिताम् मगध-सम्राज: यशस्-धवलाम् विजय-वैजयन्तीम् आन्दोलन्ती,दर्प-दलनम्,T6,Tatpurusha
सु-सूक्ष्मम्,सु-सूक्ष्मम् दण्ड्यन्ते मति-बल-विदग्धाः कु-पुरुषाः,सु-सूक्ष्मम्,Tp,Tatpurusha
परि-जनः,काञ्चुकीयः सूतः भटः-विराटस्य परि-जनः,परि-जनः,Tp,Tatpurusha
परि-जनः,गात्र-सेवकः यौगन्धरायणस्य परि-जनः छद्म-वेशी हस्तिपकः,परि-जनः,Tp,Tatpurusha
परि-जनः,जेदु अय्यउत्तो इदं मुहोदअं अहो स-दाक्षिण्यस्य जनस्य परि-जनः अपि स-दाक्षिण्यः एव भवति जयतु आर्य-पुत्रः,परि-जनः,Tp,Tatpurusha
परि-जनः,आत्मन्-अभिप्रायात् अपि अधिकं प्र-हरन् अति-बहुकतया पर-बलस्य अति-प्रयुज्यमान-व्यायामः परि-जनः मया एकाकिना नहि नहि भर्त्रा एव,परि-जनः,Tp,Tatpurusha
परि-जनः,एव राजा कर्ण: वृद्धाम् स्व-मातरम् काशीम् लम्भयितुम् परि-जनः प्रयाति इति,परि-जनः,Tp,Tatpurusha
परि-जनः,भटः-वासवदत्तायाः रक्षक परि-जनः,परि-जनः,Tp,Tatpurusha
दिक्-बन्धम्,त्रिधा पाणि-तले मृत्स्नाम् दिक्-बन्धम् सिंह-जप्ततः,दिक्-बन्धम्,T6,Tatpurusha
सत्य-निष्ठ,याम् अपेक्षाम् प्रकटयामि ताम् पूरयन् भवान् स्वस्य सत्य-निष्ठ ता प्रमाणीकरोतु,सत्य-निष्ठ,Bv,Bahuvrihi
पूर्व-कृतम्,मया पूर्व-कृतम् भवेत्,पूर्व-कृतम्,T2,Tatpurusha
निस्-तेजाः,बलवान् अपि निस्-तेजाः कस्य न अभिभव-आस्पदम्,निस्-तेजाः,Bvp,Bahuvrihi
अति-प्रेम्णा,अति-प्रेम्णा दुरूहान् अपि अर्थान् मतौ निखनन्ति इव,अति-प्रेम्णा,Tp,Tatpurusha
प्रबल-प्रतापी,अत्र एकस्मिन् उच्च-सिंहासने प्रबल-प्रतापी महत्-राज विश्वामित्र उपविष्ट,प्रबल-प्रतापी,K3,Tatpurusha
सुबुद्धि-नामा,तत्र चम्पक-वृक्ष-शाखायाम् सुबुद्धि-नामा काकः मृगस्य चिर-मित्रम् निवसति,सुबुद्धि-नामा,Bs6,Bahuvrihi
आपः-मूर्ताः,जनं प्रयान्ति ताप-आर्ताः महर्-लोक-निवासिनः,ताप-आर्ताः,T,Tatpurusha
मनः-अनुगानि,मन्द-अग्नि बाल-स्थविर-योषिताम्,मन्द-अग्नि,Bs6,Bahuvrihi
अल्प-इच्छुः,अल्प-इच्छुः धृतिमान् प्राज्ञः छाया इव अनुगतः सदा,अल्प-इच्छुः,Bs6,Bahuvrihi
दुर्-घटनां,उच्चैः उच्चैः क्रन्दनं श्रुत्वा पत्नी-मुख तः तां दुर्-घटनां ज्ञात्वा प्रतिवेशी तद्-क्षणं तं बालकं चिकित्सा-आलये,दुर्-घटनां,Tp,Tatpurusha
न-मृतस्य,ब्रह्मणः हि प्रतिष्ठा अहम् न-मृतस्य न-व्ययस्य च,न-मृतस्य,Tn,Tatpurusha
अपध्यान-मलः,तदा तत्र कश्चन सन्यासी ध्यान-मग्नः दृष्टः,ध्यान-मग्नः,T3,Tatpurusha
अपध्यान-मलः,सः तरु-तले ध्यान-मग्नः अभवत्,ध्यान-मग्नः,T7,Tatpurusha
अपध्यान-मलः,ध्यान-मग्नः महत्-आत्मा इदं सर्वं न अजानात्,ध्यान-मग्नः,T7,Tatpurusha
अपध्यान-मलः,अनन्तर-दिने विरागी आगत्य यावत् आहूतवान् तावत् ध्यान-मग्नः एव आसीत् सः,ध्यान-मग्नः,T7,Tatpurusha
अपध्यान-मलः,एकदा ध्यान-मग्नः महत्-ऋर्षिः भगवन्तम् प्रार्थयत् भगवन् अस्याम् उपत्यकायाम्,ध्यान-मग्नः,T7,Tatpurusha
अपध्यान-मलः,अर्ध-निमीलित-नेत्रः क्षणं ध्यान-मग्नः स्थितः,ध्यान-मग्नः,T3,Tatpurusha
अपध्यान-मलः,महत्-ऋर्षि: ध्यान-मग्नः एव आसीत् तदा एव नूपुराणाम् ध्वनिः,ध्यान-मग्नः,T7,Tatpurusha
अधि-गच्छति,दृढतरम् जायते परम् सा न अधुना अपि अधि-गच्छति प्रेम्ण: भाषाम् जननी जनयित्वा अपि यम्,अधि-गच्छति,Tp,Tatpurusha
दुर्-वृत्तः,किन्तु सः एकाकी किं कुर्यात् यदि असौ दुर्-वृत्तः अत्याचारपरः वा स्यात् तर्हि राज्य-समृद्धये तस्य,दुर्-वृत्तः,Bvp,Bahuvrihi
दुर्-वृत्तः,दुर्-वृत्तः क्रियते धूर्तैः श्रीमान् आत्मन्-विवृद्धये,दुर्-वृत्तः,Bvp,Bahuvrihi
तत्-स्पृष्टः,इष्टम् भवतः वयस्य अन्तर्हितः च अन्तर्हित-स्पृष्टः च तत्-स्पृष्टः च अन्तर्हिताः भवन्ति इति निश्चयः,तत्-स्पृष्टः,T3,Tatpurusha
न-जानन्ती,मम निर्वेद-भावम् न-जानन्ती भूतिक-सारिका अपि सर्व-लोक-वृत्तान्तम् कथयिष्यामि इति आगता,न-जानन्ती,Tn,Tatpurusha
पुरा-विदः,दिव्य-अब्दानां सहस्राणि युगेषु आहुः पुरा-विदः,पुरा-विदः,U,Tatpurusha
स्व-समये,नारदः-निष्ठितः विवाहः ननु गान्धर्वः स्व-समये एव इदानीम्,स्व-समये,K1,Tatpurusha
बुद्ध-अवतारम्,वक्ष्ये बुद्ध-अवतारम् च पठतः शृण्वतः अर्थ-दम्,बुद्ध-अवतारम्,T6,Tatpurusha
यथा-कथञ्चिद्,सत्य-वक्तारम् अमन्यम् त्वम् तु नितराम् वञ्चकः असि-इति यथा-कथञ्चिद् वक्तुम् आरेभे,यथा-कथञ्चिद्,A1,Avyayibhava
श्रीमत्-ऊर्जितम्,यत् यत् वि-भूति मत्-सत्त्वं श्रीमत्-ऊर्जितम् एव वा,श्रीमत्-ऊर्जितम्,T6,Tatpurusha
दान-सक्तेषु,एषः विचारः यत् हंसस्य विक्रयेण प्राप्यं द्रव्यं दान-आदिकेषु पुण्य-कर्मसु विनियोज्यम्,दान-आदिकेषु,Bs6,Bahuvrihi
रण-पाण्डित्यम्,साकम् अस्माभिः गच्छतु अवलोकयतु च कीदृशम् अस्माकम् रण-पाण्डित्यम् इति,रण-पाण्डित्यम्,T7,Tatpurusha
दक्षिण-पादम्,त्रिणेत्रस्य उरसः उपरि स्वस्य दक्षिण-पादम् स्थापयित्वा विजयगर्वेण मन्द-हासम् प्रकटितवान्,दक्षिण-पादम्,k1,Tatpurusha
गत-सङ्गस्य,गत-सङ्गस्य सर्वतः निवृत्ता-आसक्तेः मुक्तस्य निवृत्त-धर्म-अधर्म-आदि-बन्धनस्य ज्ञान-अवस्थित-चेतसः ज्ञाने,गत-सङ्गस्य,Bs5,Bahuvrihi
गत-सङ्गस्य,गत-सङ्गस्य मुक्तस्य ज्ञान-अवस्थित-चेतसः,गत-सङ्गस्य,Bs6,Bahuvrihi
याज्ञवल्क्य-पुरोहितः,कल्की विष्णुयशस्-पुत्रः याज्ञवल्क्य-पुरोहितः,याज्ञवल्क्य-पुरोहितः,Bs6,Bahuvrihi
शङ्कित-वर्णः,चेटी-किं तुवं सङ्किदवण्णो विअ किम् त्वम् शङ्कित-वर्णः इव,शङ्कित-वर्णः,Bs6,Bahuvrihi
सर्व-प्रियः,दयालुः सर्व-प्रियः,सर्व-प्रियः,T6,Tatpurusha
आलोक-विशाला,आलोक-विशाला मे सहसा तिमिर-प्रवेश-सञ्छन्ना,आलोक-विशाला,Bv,Bahuvrihi
सप्त-अङ्गे,सप्तन्-अहे अतीते सर्वैः मिलित्वा विजयदशमी-पर्वं महता समारोहेण,सप्तन्-अहे,Tds,Tatpurusha
सप्त-अङ्गे,तदानीं सप्तन्-अहे षट् कार्य-दिवसाः आसन्,सप्तन्-अहे,Tds,Tatpurusha
सप्त-अङ्गे,आगामिनि सप्तन्-अहे अस्मिन् स्थाने अस्मिन् च समये तं,सप्तन्-अहे,Tds,Tatpurusha
सप्त-अङ्गे,यः विज्ञापिकां दत्तवान् सः अनुभूतवान् यत् तस्मिन् सप्तन्-अहे तस्य आपणे पूर्व-अपेक्षया अधिकं वाणिज्यं प्रवृत्तम्,सप्तन्-अहे,Tds,Tatpurusha
सप्त-अङ्गे,मम गृहे वदन्ति स्म यत् भवतः गृहे सप्तन्-अहे द्वि-त्र-वारम् उपवासः आचरणीयः भवति इति,सप्तन्-अहे,Tds,Tatpurusha
सप्त-अङ्गे,सप्तन्-अहे द्वि-त्रि-होरा-पर्यन्तं कक्षा संजाता,सप्तन्-अहे,ds,Dvandva
सप्त-अङ्गे,सप्तन्-अहे एव सः तया सह प्यारिस्-नगरं गतवान्,सप्तन्-अहे,Tds,Tatpurusha
काम-नैष्ठिकान्,तुल्यत्वात् नित्य-अनुष्ठान-आयास-दुःखम् एव पूर्व-कृत-दुरितस्य फलम् न तु काम्य-अनुष्ठान इति विशेषः न अस्ति इति तत्,काम्य-अनुष्ठान,T6,Tatpurusha
