Colling,Context,Components,Tag,labels
ज्ञान-यज्ञाः,ज्ञान-यज्ञाः ज्ञानम् शास्त्र-अर्थ-परिज्ञानम् यज्ञः येषाम् ते ज्ञान-यज्ञाः,ज्ञान-यज्ञाः,Bs6,Bahuvrihi
निः-आशीः,निर्-आशीः निर्गताः आशिषः यस्मात् सः निर्-आशीः यत-चित्त-आत्मा,निर्-आशीः,Bs5,Bahuvrihi
लामज्जक-उशीरं,वृष्य-उदावर्त-हराणां तैल-गण्डूष-अभ्यासः दन्त-बल-रुचि-कराणां चन्दनं दुर्गन्ध-हर-दाह-निर्वापण-लेपनानां रास्ना-गुरुणी शीत-अपनयन-प्रलेपनानां लामज्जक-उशीरं दाह-त्वक्-दोष-स्वेद-अपनयन-प्रलेपनानां कुष्ठं वात-हर-अभ्यङ्ग-उपनाह-उपयोगिनां मधुकं चक्षुष्य-वृष्य-केश्य-कण्ठ्य-वर्ण्य-विरजनीय-रोपणीयानां वायुः,लामज्जक-उशीरं,Ds,Dvandva
भूरि-तेजसा,सत्यम् एव सूर्य-तेजसा समानम् अस्ति,सूर्य-तेजसा,K4,Tatpurusha
यथा-युक्तं,एवम् यथा-उक्त उक्त्वा ततः अनन्तरम् राजन् धृतराष्ट्र महत्-योग-ईश्वरः,यथा-उक्त,A1,Avyayibhava
नव-वधूः,पुरतः च अयम् कदम्ब-वृक्ष: सद्योजात-कुसुम-स्तबकै: श्वेत-अंशुक-अवगुण्ठनेन आच्छादित-वदन-अम्बुजा नव-वधूः इव अनंत-मूर्धा स-अनुदेह-यष्टि: समन्तात् प्रसारित-सुरभित-समीरः तिष्ठति,नव-वधूः,K1,Tatpurusha
सङ्कट-आपन्ना,एवम् हि प्रायेण सर्वा अपि ग्राम-स्त्रिय सङ्कट-आपन्ना एव आसन्,सङ्कट-आपन्ना,T7,Tatpurusha
स्व-मायया,देवीम् अपि स्व-मायया छलितवान् अयम् इति मत्वा राजा लक्ष-पतिम्,स्व-मायया,T6,Tatpurusha
सर्व-सूक्ष्मःन्,सर्व-समः,सर्व-समः,T7,Tatpurusha
युवन्-राजः,दमयन्ती शृणु यत् नलः युवन्-राजः त्वां यथा हस्ताभ्यां निबिडं गृहीतवान् तथा,युवन्-राजः,K1,Tatpurusha
महत्-राजः,तेनालीरामस्य उपाय-पटुतां विलोक्य महत्-राजः प्रसन्नः अभवत् यन्मया निर्-दोषस्य सेवकस्य वध-आदेशः,महत्-राजः,K1,Tatpurusha
चाणूर-मुष्टिकयोः,राजा-यावत् अहम् अपि प्रासादम् आरुह्य चाणूर-मुष्टिकयोः युद्धम् पश्यामि आरुह्य,चाणूर-मुष्टिकयोः,Di,Dvandva
सिद्ध-पुरुषः,सिद्ध-पुरुषः तां स्पर्श-मणिना स्पर्शयित्वा सुवर्णमयीं कृतवान्,सिद्ध-पुरुषः,K1,Tatpurusha
मह-भाग,माम् उवाच महत्-भाग वसिष्ठः मत्-पितामहः,महत्-भाग,Bs6,Bahuvrihi
सुख-दुःखानां,पुरुषः सुख-दुःखानां भोक्तृत्वे हेतुः उच्यते,सुख-दुःखानां,Di,Dvandva
सायम्-कालस्य,सायम्-कालस्य समयः आसीत्,सायम्-कालस्य,T1,Tatpurusha
दक्षिण-दिशि,दक्षिण-दिशि राक्षसानां लोकः आसीत्,दक्षिण-दिशि,T6,Tatpurusha
नगर-उपवने,महत्-राजस्य विराटस्य वर्ष-वर्धनगोप्रदाननिमित्तम् अस्यां नगर-उपवन अआयान्तुं गो-धनम्,नगर-उपवन,T6,Tatpurusha
धन-लोभेन,हित-न-हितम् सर्वम् विस्मृतवान् अयम् धन-लोभेन,धन-लोभेन,T6,Tatpurusha
अवि-क्षीरम्,अवि-क्षीरम् अजा-क्षीरं गो-क्षीरं माहिषं च यत्,अवि-क्षीरम्,T6,Tatpurusha
मांस-आदिकम्,पाचका: पुनः मांस-आदिकम् पाचयितुम् आरभन्त:,मांस-आदिकम्,Bs6,Bahuvrihi
काक-ताल,याः घटनाः घटिताः ताः सर्वाः काक-ताल ईयाः न इति तस्य मनः वदति,काक-ताल,Di,Dvandva
स-रभसम्,किङ्कर्तव्य-विमूढः असौ स्तिमितम् स्थितः वातायनात् स-रभसम् निर्गच्छन्तम् धूमम् वीक्षमाणः अभूत्,स-रभसम्,BvS,Bahuvrihi
यज्ञ-संसिद्धात्,प्राशितात् यज्ञ-संसिद्धात् राम-आद्याः च समाः पितुः,यज्ञ-संसिद्धात्,T3,Tatpurusha
आगम-अनागमौ,यस्मात् ते मात्रा-स्पर्शा-आदयः आगम-अपाय इनः आगम-अपाय तस्मात् न-नित्याः,आगम-अपाय,Di,Dvandva
आग्नेय-अस्त्राणि,तत्र आतङ्कवादिन सम्भूय शस्त्राणि आग्नेय-अस्त्राणि लुण्ठन-द्रव्याणि निक्षिपन्ति रक्षन्ति च,आग्नेय-अस्त्राणि,K1,Tatpurusha
सु-स्पष्टम्,प्रथम-दर्शने अट्टालिकायाम् स्थितायाः तस्या लावण्यम् दूरात् तथा सु-स्पष्टम् न जातम् किन्तु अधुना पद-मात्र-अन्तरेण स्थिता,सु-स्पष्टम्,Tp,Tatpurusha
अभि-सत्कृतः,अच्युत तत् समक्षम् तद्-शब्दः क्रिया-विशेषण-अर्थः प्रत्यक्षम् वा न-सत्कृतः असि तत् सर्वम् अपराध-जातम् क्षामये क्षमाम्,न-सत्कृतः,Tn,Tatpurusha
एवं-विधानि,न-संभवम् किन्तु तदानीम् सामाजिकी मूल्य-व्यवस्था तादृशी अभूत् एवं-विधानि कृत्यानि लज्जास्पदम् अमन्यत न शौर्यख्यापकानि,एवं-विधानि,Bs5,Bahuvrihi
अति-चिरम्,त्वम् अति-चिरम् मे प्रतीक्षाम् अकरोः अहम् च एकम्,अति-चिरम्,Tp,Tatpurusha
सम्-अक्षम्,किम् कदापि क्षम्य: राकेशस्य अपराध: समाजस्य सम्-अक्षम् नर-हत्याया: कलङ्क: सः अपि चिकित्सकस्य कृते,सम्-अक्षम्,A1,Avyayibhava
सर्व-राष्ट्रेषु,पर-राष्ट्रेषु अस्माकम् का वा अवधारणा समुन्मिषेत् इति,पर-राष्ट्रेषु,K1,Tatpurusha
उग्रवादि-युवकानाम्,अन्ये विदेशीयाः च एतेषाम् मार्ग-भ्रष्टानाम् न-शिष्टानाम् दुष्ट-भावना-दूषितानाम् उग्रवादि-युवकानाम् लक्ष-अधिक-द्रव्य-शस्त्र-आदि-प्रदान-पूर्वकम् साहाय्यम् भीषण-आग्नेय-अस्त्र-सञ्चालन-प्रशिक्षणम् च विदधति,उग्रवादि-युवकानाम्,K1,Tatpurusha
लब्ध-अवकाशा,तस्याः वेग-प्रभावात् जना परस्परम् संसक्ता अपि कथञ्चित् लब्ध-अवकाशा स्वे स्वे स्थाने स्थाने तथैव सुस्थिता,लब्ध-अवकाशा,Bs3,Bahuvrihi
साम्प्रदायिक-कलह,तडित्-पत्रेण अवगतम् यत् मत्-नगरे यत्र अहम् सेवक: साम्प्रदायिक-कलह: सहसा एव उद्बुद्ध:,साम्प्रदायिक-कलह:,K1,Tatpurusha
महा-वीर्यात्,महत्-प्रज्ञाः महत्-वीर्याः विनीताः दयिताः पितुः,महत्-वीर्याः,Bs6,Bahuvrihi
अभि-सत्कृतः,यत् च अवहास-अर्थम् परिहास-प्रयोजनाय न-सत्कृतः परिभूतः असि भवसि क्व विहार-शय्या-आसन-भोजनेषु विहरणम्,न-सत्कृतः,Tn,Tatpurusha
छिन्न-ज्यः,एषः न-जेयः बन्दि-पण्डितः मम पुत्रेण वादे पराजितः इति,न-जेयः,Tn,Tatpurusha
न-व्यक्तात्,परः तस्मात् तु भावोः अन्यः न-व्यक्तः न-व्यक्तात् सनातनः,न-व्यक्तात्,Tn,Tatpurusha
स-विभीषणैः,रामेण लक्ष्मणेन एते वानरैः स-विभीषणैः,स-विभीषणैः,BvS,Bahuvrihi
पर्याप्त-वचनः,न-पात्रेभ्यः च मूर्ख-तस्कर-आदिभ्यः देश-आदि-संपत्तौ वा न-सत्कृतम् च प्रिय-वचन अवज्ञातम् पात्र-परिभव-युक्तम् च यत् दानम् तत्,प्रिय-वचन,K1,Tatpurusha
न-व्यक्तात्,न-व्यक्तात् व्यक्तयः सर्वाः प्रभवन्ति अहर् आगमे,न-व्यक्तात्,Tn,Tatpurusha
दुष्ट-अत्याचारिण,तया तत्-विश्रम-स्थलस्य अन्वेषणा कृता यत्र श्रान्ता: क्लान्ता: दुष्ट-अत्याचारिण: अपहृत-बालानाम् अपि निद्रा: सञ्चोर्य एव सुषुप्ता:,दुष्ट-अत्याचारिण:,K1,Tatpurusha
एवम्-विधे,एवम्-विधे हि समये सहसा समुद्भूत: कोलाहल:,एवम्-विधे,Bs6,Bahuvrihi
अभि-मुखम्,प्रातः विश्वामित्रः स्नात्वा पूर्व अभि-मुखम् उपविश्य रामम् च पुरतः उपवेश्य विविध-शास्त्र-सम्बद्धान्,अभि-मुखम्,Tp,Tatpurusha
कनिष्ठ-भ्रातरम्,तस्य ऐश्वर्य-युक्तम् जीवनम् निभाल्य ज्येष्ठ-भ्राता रहस्यम् ज्ञात्वा कनिष्ठ-भ्रातरम् उवाच एक-दिनाय घटम् मह्यम् प्रदेहि,कनिष्ठ-भ्रातरम्,K1,Tatpurusha
उञ्छ-शिलैः,त्वया विलोकिताः सद्यः शील-आद्यैः न-खिलैः गुणैः,न-खिलैः,Bsmn,Bahuvrihi
जन-सम्मर्दः,राज-गुरोः आवासे महान् जन-सम्मर्दः आसीत्,जन-सम्मर्दः,T6,Tatpurusha
न-आसक्तः,कौटुम्बिकेषु विषयेषु सर्वथा न-आसक्तः सः,न-आसक्तः,Tn,Tatpurusha
सर्व-कार्येषु,धर्म-अधर्मौ न सन्देहः सर्व-कार्येषु कारणम्,सर्व-कार्येषु,Di,Dvandva
महत्-दंष्ट्र,मर्द्द मर्द्द महत्-दंष्ट्र मर्द मर्द च यत् फलम्,महत्-दंष्ट्र,Bs6,Bahuvrihi
मैट्रिक-परीक्षाम्,कश्चन निष्करुणस्य विधे: यदैव मैट्रिक-परीक्षाम् उतरत् सा शीतला-रोगेण तस्याः दृष्टिशक्तिः अपहारिता,मैट्रिक-परीक्षाम्,K7,Tatpurusha
अ-रोचकम्,तिक्तः रसः स्वयम् अ-रोचिष्णुः अपि अ-रोचक विष-घ्नः क्रिमि-घ्नः मूर्च्छा-दाह-कण्डू-कुष्ठ-तृष्णा-प्रशमनः त्वक्-मांसयोः स्थिरीकरणः ज्वर-घ्नः,अ-रोचक,Tn,Tatpurusha
द्विज-ओषधीनाम्,द्विज-ओषधीनाम् चन्द्रः च अपाम् तु वरुणः नृपः,द्विज-ओषधीनाम्,Di,Dvandva
संकल्प-सिद्Zधिभिः,भीम-नृपतिः हे द्विज-श्रेष्ठ भवान् सङ्कल्प-सिद्धः,सङ्कल्प-सिद्धः,T3,Tatpurusha
न-जानन्,क्षाम-निवारणम् कथम् इति न-जानन् रोमपादः नितराम् चिन्ता-आक्रान्तः जातः,न-जानन्,Tn,Tatpurusha
आदर-भावम्,अपरस्य कला-कारस्य विषये विजयः यम् आदर-भावम् दर्शितवान् तस्मात् राजा नितराम् सन्तुष्टः,आदर-भावम्,T6,Tatpurusha
तीक्ष्ण-पराक्रमः,रावणः-सीते श्रुयतां मत्-पराक्रमः,मत्-पराक्रमः,T6,Tatpurusha
भूत-वैद्यः,भूत-वैद्यः प्रोवाच न अहम् ताम् चिकित्सितुम् समागतः,भूत-वैद्यः,T6,Tatpurusha
समृद्ध-वेगाः,यथा प्रदीप्तम् ज्वलनम् पतङ्गाः विशन्ति नाशाय समृद्ध-वेगाः,समृद्ध-वेगाः,Bs6,Bahuvrihi
वेणु-नादः,तदा यथा वेणु-नादः न श्रूयेत तथा हस्त-द्वयेन कर्णौ गृहीतवान्,वेणु-नादः,T6,Tatpurusha
बंग-प्रान्तस्य,बंग-प्रान्तस्य प्रतिष्ठितः सामाजिकः अयम् भिन्न-शिक्षण-संस्थानाम् सञ्चालकः सञ्जातः,बंग-प्रान्तस्य,K7,Tatpurusha
आ-गत्य,इह आअच्छिअ णिग्गदा भवे तत्रभवती पद्मावती इह आ-गत्य निर्गता भवेत्,आ-गत्य,Tg,Tatpurusha
हित-कामेन,यत् ते अहम् प्रीयमाणाय वक्ष्यामि हित-काम्यया,हित-काम्यया,T6,Tatpurusha
दंजाया-पत्योः,ग्रहणम् अकरोत् एव न ततःपूर्वम् एव तद्-नाम्नि दम्पत्योः कलहः मां नितराम् उपहासयति स्म इति,दम्पत्योः,E,Dvandva
मंगल-व्यवस्थाम्,उपेत्य उक्तवान् अहम् पाणि-ग्रहण-कालात् पूर्वम् एव युवयो: मंगल-व्यवस्थाम् कृत्वा छद्म-वेषेण त्वाम् हृत्वा श्रीकण्ठाय समर्पयिष्यामि,मंगल-व्यवस्थाम्,K1,Tatpurusha
परोक्ष-धर्मः,कस्मात् पर-धर्मः भय-आवहः नरक-आदि-लक्षणम् भयम् आवहति यतः,पर-धर्मः,T6,Tatpurusha
काष्ठ-विक्रेता,काष्ठ-विक्रेता राजन्-प्रासादम् प्राप तत्र चतुरायै वृद्ध-सेविकायै मुक्ता-फलानि,काष्ठ-विक्रेता,T6,Tatpurusha
मृदु-स्वभावः,अरुणा क्षण-कालम् विचिन्त्य अवदत् भवान् सरलः मृदु-स्वभावः च,मृदु-स्वभावः,Km,Tatpurusha
सह-पार्थिवाः,अद्य सर्व-पार्थिवैः सह मन्त्रयितुम् इच्छामि तत् आहूयन्ताम् सर्वे,सर्व-पार्थिवैः,K1,Tatpurusha
स-फलः,किं सः परीक्षां दातुं स-फलः अभवत्,स-फलः,BvS,Bahuvrihi
बुद्धि-क्षान्तिभ्यां,शब्द-आदीनाम् अवाप्त्यर्थं बुद्धि-युक्तानि वै द्वि-ज,बुद्धि-युक्तानि,T,Tatpurusha
विपण्य-व्यवहारिणः,स्वीकुरु मम विनय-व्यवहारम्,विनय-व्यवहारम्,T6,Tatpurusha
प्रियाल-अभिषुकौ,राम-अभिषेक कथाः चक्रुः मिथः जनाः,राम-अभिषेक,T6,Tatpurusha
दन्त-उलूखलिनः,क्षीर-घृत-अभ्यासः रसायनानां सम-घृत सक्तु प्राश-अभ्यासः वृष्य-उदावर्त-हराणां तैल-गण्डूष-अभ्यासः दन्त-बल चन्दनं दुर्गन्ध-हर-दाह-निर्वापण-लेपनानां रास्ना-गुरुणी शीत-अपनयन-प्रलेपनानां लामज्जक-उशीरं दाह-त्वक्-दोष-स्वेद-अपनयन-प्रलेपनानां,दन्त-बल,T6,Tatpurusha
मलयालम-भाषाम्,तस्या: पितरौ तदीय अग्रजा च मलयालम-भाषाम् एव अजानन्,मलयालम-भाषाम्,K7,Tatpurusha
सर्वतो-मुखम्,अस्य अन्तः अस्ति इति अनन्तः तम् विश्वतस्-मुखम् सर्वतस्-मुखम् सर्वभूत-आत्मन्-भूत त्वात् तम् दर्शयामास,सर्वतस्-मुखम्,Bs6,Bahuvrihi
यक्ष-रक्षांसि,यजन्ते सात्त्विकाः देवान् यक्ष-रक्षांसि राजसाः,यक्ष-रक्षांसि,Di,Dvandva
महत्-राजः,धृतराष्ट्रः-हन्त भोः किम् अयं महत्-राजः,महत्-राजः,K1,Tatpurusha
मनः-बुद्धिः,मयि मनः-बुद्धिः यः अस्मत्-भक्तः स मे प्रियः,मनः-बुद्धिः,Di,Dvandva
यथा-इच्छं,ततः तुभ्यं यथा-इच्छं धनं दापयिष्यामि,यथा-इच्छं,A1,Avyayibhava
अभिहित-पूर्वम्,ऐककण्ठ्येन घोषितम् आसीत् यत् बेन्यहूदेन क्रियमाणम् इदम् भूत-पूर्वम् ऐतिहासिकं च कार्यम्,भूत-पूर्वम्,A2,Avyayibhava
धीर-निनदम्,तस्या: सर्व-अङ्ग-सुन्दरम् न-निन्द्यम् रूपम् तत् दिनम् च अद्यापि मे,न-निन्द्यम्,Tn,Tatpurusha
न-जानन्,न पुनः आत्मनः आत्मा अन्यः इति लोकवत् न-जानन्,न-जानन्,Tn,Tatpurusha
गो-धनम्,महत्-राजस्य विराटस्य वर्ष-वर्धनगोप्रदाननिमित्तम् अस्यां नगर-उपवनवीथ्याम् अआयान्तुं गो-धनम्,गो-धनम्,T6,Tatpurusha
राजन्-कुमारौ,राज्ञः आदेशेन राजन्-कुमारौ प्रस्थितौ,राजन्-कुमारौ,T6,Tatpurusha
तपस्या-कारणतः,ब्रह्मा कदाचित् तस्य पुरतः प्रत्यक्षीभूय अवदत् तपस्या-कारणतः सर्वे राजानः एतावता एव भवतः अधीनाः,तपस्या-कारणतः,K6,Tatpurusha
स-गुणः,आत्मा च स-गुणः चेतः चिन्त्यं च हृदि संश्रितम्,स-गुणः,BvS,Bahuvrihi
न-भेदेन,सर्व-भूतानि न-भेदेन ददृशे सः तदा आत्मनः,न-भेदेन,Tn,Tatpurusha
महत्-राजः,तस्मिन् दिने सायम् मोहनस्य सम्मान-समारम्भे महत्-राजः आस्थान-पण्डिताः नगर-गण्याः मन्त्रिणः च महत्-शूरः इति,महत्-राजः,K1,Tatpurusha
स्व-वर्त्मनि,पापी वृद्ध: स्व-कर्मन् अत्रैव प्राप्तवान्,स्व-कर्मन्,T6,Tatpurusha
उद्योग-पर,दधि-पूर्णम् मृत्-भाण्डम् कर-कलितम् शिरसि विधृत्य यान-प्रवेशाय यदा उद्योग-पर: अभवत् तदैव द्वार-शीर्ष-सङ्घट्टेन भग्नाद् भाण्डात् सर्वम्,उद्योग-पर:,T7,Tatpurusha
स्व-सेवकान्,महत्-अर्घेषु आसनेषु आसीनेषु तेनालीरामः गृहस्य द्वाराणि आवृत्य स्व-सेवकान् उच्चैः उवाच क्षिप्रं गच्छत,स्व-सेवकान्,T6,Tatpurusha
प्रति-गुरुवासरम्,भो विप्र-वर मदीय: श्रेष्ठिन्-वर्य: प्रति-गुरुवासरम् एकम् विप्रम् भोजयितुम् इच्छति,प्रति-गुरुवासरम्,Tp,Tatpurusha
स्व-जीवने,मन्त्री प्रोवाच ईदृशः लोभ-आविष्टः नरः मया स्व-जीवने न अवलोकितः,स्व-जीवने,T3,Tatpurusha
न-दृश्यः,एवम् राज्ञः मौन-भङ्गम् कर्तुम् समर्थः वेतालः ततः न-दृश्यः भूत्वा पुनरपि यथा-पूर्वम् वृक्षस्य शाखाम् अवलम्बितवान्,न-दृश्यः,Tn,Tatpurusha
हर्ष-उल्लास,इतः राजन्-भवने पुत्र-आशया हर्ष-उल्लास: समजनि,हर्ष-उल्लास:,Ds,Dvandva
मुनि-सत्तमः,ततः चुक्रोध भगवान् दुर्वासाः मुनि-सत्तमः,मुनि-सत्तमः,T7,Tatpurusha
प्रसन्न-चित्तः,किम् स-चेताः प्रसन्न-चित्तः प्रकृतिम् स्वभावम् गतः च अस्मि,प्रसन्न-चित्तः,BvS,Bahuvrihi
सिद्ध-पुरुषः,सिद्ध-पुरुषः किम् अकरोत्,सिद्ध-पुरुषः,K1,Tatpurusha
महत्-राजः,समय-अनुसारेण तस्याः स्वयम्वर-योजन-अर्थं चिन्तितवान् महत्-राजः,महत्-राजः,K1,Tatpurusha
ज्ञान-संमोहात्,कच्चित् अज्ञान-संमोहः प्रनष्टः ते धनञ्जय,अज्ञान-संमोहः,Km,Tatpurusha
प्रति-श्वासं,निद्रितः अपि प्रति-श्वासं भगवत्-नाम यः जपेत्,प्रति-श्वासं,A1,Avyayibhava
कोटि-अधिपतिः,समाप्य अवदत् राजन् भगवत्-भक्ति-सम्पत्ति-हीनः जातः न-अस्तिकः श्रीपालः कोटि-अधिपतिः अभवत्,कोटि-अधिपतिः,T6,Tatpurusha
बहु-साहस्रं,सपदि बहु-सहस्रम् वाजिनाम् ते ददामि,बहु-सहस्रम्,K1,Tatpurusha
न-उत्तमम्,प्राकृतं ब्रह्मन्-रूपस्य विष्णोः स्थानम् न-उत्तमम्,न-उत्तमम्,Tn,Tatpurusha
न-उपस्थितौ,उक्तवती च इतः परं कानिचित् दिनानि मम न-उपस्थितौ एकाकी एव मार्गं न आगच्छतु,न-उपस्थितौ,Tn,Tatpurusha
आचार्य-पितामहौ,एतौ आचार्य-पितामहौ ताम् दृष्ट्वा लज्जायमानौ पट-अन्त-अन्तर्हित-मुखौ स्थितौ,आचार्य-पितामहौ,Di,Dvandva
अग्नि-देवः,तदा अग्नि-देवः प्रत्यक्षीभूय भवन्तम् रक्षिष्यति इति,अग्नि-देवः,K6,Tatpurusha
स्थित-प्रज्ञस्य,विदुषः त्यक्त-एषणस्य स्थित-प्रज्ञस्य यतेः एव मोक्ष-प्राप्तिः न तु न-संन्यासिनः,स्थित-प्रज्ञस्य,Bs6,Bahuvrihi
धर्मा-आत्मनां,क्षिप्रं भवति धर्म-आत्मा शश्वत् शान्तिं निगच्छति,धर्म-आत्मा,Bs6,Bahuvrihi
स-दोषम्,गौतम-आख्यः शिष्यः सर्वं स-दोषम् एव पठति स्म,स-दोषम्,BvS,Bahuvrihi
विघ्न-भूताः,यदि अहम् विघ्न-भूता एव तत् कथम् माम् परिणीतवान् असि,विघ्न-भूता,T6,Tatpurusha
वायु-वेगः,तन्मध्ये वायु-वेगः अधिकः जातः,वायु-वेगः,T6,Tatpurusha
यथा-तत्त्वं,यथा-सत्त्वं तु शैत्य-ऊष्णे वसा-मज्ज्ञोः विनिर्दिशेत्,यथा-सत्त्वं,A1,Avyayibhava
अङ्ग-रक्षकः,अङ्ग-रक्षकः तं प्रणम्य तद्-कालं ततः स्व-गृहम् आगतः,अङ्ग-रक्षकः,T6,Tatpurusha
महा-इप्सवः,नगरे महा-उत्सवः प्रारभत,महा-उत्सवः,K1,Tatpurusha
स-अर्थकानि,इति-आदिनि न सन्ति अनु-अर्थानि किन्तु अस्माकम् भारते स-अर्थकानि ललितानि नामधेयानि पर: सहस्रम्,स-अर्थकानि,T3,Tatpurusha
अ-रूक्षम्,उष्णं तीक्ष्णम् अथः अ-रूक्षं कटुकं लवण-अन्वितम्,अ-रूक्षं,Tn,Tatpurusha
औदक-आनूपम्,औदक-आनूप मेद्यानाम् उपयोजयेत्,औदक-आनूप,Di,Dvandva
श्रोत्र-स्पर्शनयोः,सर्व-शरीर-धातु-व्यूह-करः सन्धान-करः शरीरस्य प्रवर्तकः वाचः प्रकृतिः स्पर्श-शब्दयोः श्रोत्र-स्पर्शनयोः मूलं हर्ष-उत्साहयोः योनिः समीरणः अग्नेः दोष-संशोषणः,श्रोत्र-स्पर्शनयोः,Di,Dvandva
महत्-राजः,यदा मोहनः महत्-राजस्य पुरतः आगतवान् तदा महत्-राजः संशयेन तम् दृष्ट्वा भवान् युद्ध-तन्त्रम् वदिष्यति,महत्-राजः,K1,Tatpurusha
लव-कुशौ,एतत् रामायणं नाम महत्-काव्यं सर्व-प्रथमं लव-कुशौ अगायताम्,लव-कुशौ,Di,Dvandva
शत-सहस्रं,शत-सहस्र असौ,शत-सहस्र,K1,Tatpurusha
रस-अनुभवम्,तस्या: पद्यमय्या आख्यानिकाया: सङ्गीतमयम् रस-अनुभवम् विधातुम् सकला अपि जनाः तत्-मन्दिरम् आगता:,रस-अनुभवम्,T6,Tatpurusha
स-क्रोधम्,आत्मानं मुषितं मत्वा नृ-पः स-क्रोधम् आदिशत् अयं सदस्यः मासद्वयाय स्व-पदात् च्याव्यते,स-क्रोधम्,Tp,Tatpurusha
द्वि-त्राणाम्,केवलम् अव्यवहितेषु निकट-स्थेषु भवनेषु निवसताम् द्वि-त्राणाम् परिवाराणाम् एव अभूत् तादृश: परिचयः,द्वि-त्राणाम्,Di,Dvandva
तार-मधुरम्,रक्तम् च तार-मधुरम् च समम् स्फुटम् च,तार-मधुरम्,Ds,Dvandva
क्षुद्रबुद्धि-नामा,ते मृगेण उक्तम् कः त्वम् सः ब्रूते क्षुद्रबुद्धि-नामा जम्बुकः अहम्,क्षुद्रबुद्धि-नामा,Bs6,Bahuvrihi
अ-धनस्य,अ-धन्यस्य मम कार्तवीर्यस्य इव बाहु-सहस्रं न अस्ति,अ-धन्यस्य,Tn,Tatpurusha
सहस्र-गुणं,भगवति असूया-युक्ताय समस्त-गुण वते अपि न वाच्यम्,समस्त-गुण,K1,Tatpurusha
वात-श्लेष्मणि,बला सांग्राहिक-बल्य-वात-हराणां गोक्षुरकः मूत्रकृच्छ्र-अनिल-हराणां हिङ्गुनिर्यासः छेदनीय-दीपनीय-अनुलोमिक-वात-कफ-प्रशमनानाम् अम्लवेतसः वात-श्लेष्म यावशूकः स्रंसनीय-पाचनीय-अर्शः-घ्नानां तक्राभ्यासः ग्रहणीदोष-शोफ-अर्शः-घृत-व्यापत्-प्रशमनानां क्रव्यात्-मांसरस-अभ्यासः ग्रहणीदोष-शोष-अर्शः-घ्नानां,वात-श्लेष्म,Di,Dvandva
दैव-परम्,न-व्यवसायिनम् अलसम् दैव-परम् साहसात् च परिहीणम्,दैव-परम्,Tn,Tatpurusha
चर-अचरम्,निवेशितम् भवेत् कृत्स्नम् त्रैलोक्यम् चर-अचरम्,चर-अचरम्,Di,Dvandva
अति-तेजः,किन्नु भोः पुरुषः यत्-जः तत्-जाः तस्य आमयाः स्मृताः,यत्-जः,U,Tatpurusha
सम-अक्षम्,परस्परम् आलपन्तः ते अतिदूरं गत्वा सम-अक्षम् उपविष्टान् नाना-कथा-वार्तासु निरतान् द्वि-त्रान् जनान् विलोकितवन्तः,सम-अक्षम्,A1,Avyayibhava
तत्-कृतम्,यदि पुनः प्रकृति-पुरुषौ एव नित्यौ स्याताम् तत्-कृतम् एव जगत् न ईश्वरस्य जगतः कर्तृत्वम्,तत्-कृतम्,T3,Tatpurusha
स-मोदा,भ्रातरम् भ्रातृन्-जायाम् वा विलोक्य विभाविनी न-न्यूनम् प्रारोदीत् स-मोदा च अभवत्,स-मोदा,BvS,Bahuvrihi
महत्-राजः,ज्ञानिनं पुत्रं लब्धवान् भवान् नूनं धन्यः इति महत्-राजः स-आदरम् उक्तवान्,महत्-राजः,K1,Tatpurusha
कर्तु-काम,एव व्याघ्रयाम् वीरमत्याम् स्व-पतेः इव स्व-भार्याया साहाय्यम् कर्तु-काम व्याघ्र महत जवात् तौ अभिहन्तुम् अभ्यद्रवत्,कर्तु-काम,Bv,Bahuvrihi
स-रोषम्,निखिलम् वृत्त-अन्तम् देवेशः विभाविनी-सहिताम् जननीम् अपि द्विजेश-सविधे स-रोषम् प्रेषितवान्,स-रोषम्,BvS,Bahuvrihi
शत-द्वारम्,ईश्वर-द्वारम् न-दृष्ट-विरह-व्यथाम्,ईश्वर-द्वारम्,T6,Tatpurusha
भवन-वरान्,भवन-द्वार् सा आसन्दी तथैव शून्या आसीत्,भवन-द्वार्,T6,Tatpurusha
महत्-बाहो,मे पराम् प्रकृष्टाम् जीव-भूताम् क्षेत्रज्ञ-लक्षणाम् प्राण-धारण-निमित्त-भूताम् हे महत्-बाहो यया प्रकृत्या इदम् धार्यते जगत् अन्तः,महत्-बाहो,Bs6,Bahuvrihi
उपभोग्य-वस्तूनां,सभायाः केचित् सदस्याः दुर्लभ-वस्तूनां सङ्ग्रहणे तत्पराः आसन्,दुर्लभ-वस्तूनां,K1,Tatpurusha
एक-रसानि,पुष्टि-कराणां पुष्टिः स्वप्न-कराणाम् अतिस्वप्नः तन्द्रा-कराणां सर्व-रस-अभ्यासः बल-कराणाम् एक-रस दौर्बल्य-कराणां गर्भशल्यम् आहार्याणाम् अ-जीर्णम् उद्धार्याणां बालः,एक-रस,K1,Tatpurusha
भोजन-आदि,भागधेयस्य वराक: सः प्रातः उत्थाय यथा कथंचिद् भोजन-आदि निवृत्य याति कार्यालये,भोजन-आदि,Bs6,Bahuvrihi
